šutirati	V;PRS;NOM(3;SG)	šutiram,dokidati	V;PRS;NOM(3;SG)	dokidam
dokidati	V;PRS;NOM(3;SG)	dokidam,izostavljati	V;PRS;NOM(3;SG)	izostavljam
izostavljati	V;PRS;NOM(3;SG)	izostavljam,verificirati	V;PRS;NOM(3;SG)	verificiram
verificirati	V;PRS;NOM(3;SG)	verificiram,drukati	V;PRS;NOM(3;SG)	drukam
drukati	V;PRS;NOM(3;SG)	drukam,ukomponirati	V;PRS;NOM(3;SG)	ukomponiram
ukomponirati	V;PRS;NOM(3;SG)	ukomponiram,gradirati	V;PRS;NOM(3;SG)	gradiram
gradirati	V;PRS;NOM(3;SG)	gradiram,ugađati	V;PRS;NOM(3;SG)	ugađam
ugađati	V;PRS;NOM(3;SG)	ugađam,inzistirati	V;PRS;NOM(3;SG)	inzistiram
inzistirati	V;PRS;NOM(3;SG)	inzistiram,skončavati	V;PRS;NOM(3;SG)	skončavam
skončavati	V;PRS;NOM(3;SG)	skončavam,iskuhavati	V;PRS;NOM(3;SG)	iskuhavam
iskuhavati	V;PRS;NOM(3;SG)	iskuhavam,prokartati	V;PRS;NOM(3;SG)	prokartam
prokartati	V;PRS;NOM(3;SG)	prokartam,odgajati	V;PRS;NOM(3;SG)	odgajam
odgajati	V;PRS;NOM(3;SG)	odgajam,testirati	V;PRS;NOM(3;SG)	testiram
testirati	V;PRS;NOM(3;SG)	testiram,spiritualizirati	V;PRS;NOM(3;SG)	spiritualiziram
spiritualizirati	V;PRS;NOM(3;SG)	spiritualiziram,mucati	V;PRS;NOM(3;SG)	mucam
mucati	V;PRS;NOM(3;SG)	mucam,diskreditirati	V;PRS;NOM(3;SG)	diskreditiram
diskreditirati	V;PRS;NOM(3;SG)	diskreditiram,buncati	V;PRS;NOM(3;SG)	buncam
buncati	V;PRS;NOM(3;SG)	buncam,propagirati	V;PRS;NOM(3;SG)	propagiram
propagirati	V;PRS;NOM(3;SG)	propagiram,rasprčkavati	V;PRS;NOM(3;SG)	rasprčkavam
rasprčkavati	V;PRS;NOM(3;SG)	rasprčkavam,blagoslivljati	V;PRS;NOM(3;SG)	blagoslivljam
blagoslivljati	V;PRS;NOM(3;SG)	blagoslivljam,natucati	V;PRS;NOM(3;SG)	natucam
natucati	V;PRS;NOM(3;SG)	natucam,dotiskati	V;PRS;NOM(3;SG)	dotiskam
dotiskati	V;PRS;NOM(3;SG)	dotiskam,izučavati	V;PRS;NOM(3;SG)	izučavam
izučavati	V;PRS;NOM(3;SG)	izučavam,pačati	V;PRS;NOM(3;SG)	pačam
pačati	V;PRS;NOM(3;SG)	pačam,prignati	V;PRS;NOM(3;SG)	prignam
prignati	V;PRS;NOM(3;SG)	prignam,nadimati	V;PRS;NOM(3;SG)	nadimam
nadimati	V;PRS;NOM(3;SG)	nadimam,indicirati	V;PRS;NOM(3;SG)	indiciram
indicirati	V;PRS;NOM(3;SG)	indiciram,nastupati	V;PRS;NOM(3;SG)	nastupam
nastupati	V;PRS;NOM(3;SG)	nastupam,oslobađati	V;PRS;NOM(3;SG)	oslobađam
oslobađati	V;PRS;NOM(3;SG)	oslobađam,kapkati	V;PRS;NOM(3;SG)	kapkam
kapkati	V;PRS;NOM(3;SG)	kapkam,isteturati	V;PRS;NOM(3;SG)	isteturam
isteturati	V;PRS;NOM(3;SG)	isteturam,robijati	V;PRS;NOM(3;SG)	robijam
robijati	V;PRS;NOM(3;SG)	robijam,majorizirati	V;PRS;NOM(3;SG)	majoriziram
majorizirati	V;PRS;NOM(3;SG)	majoriziram,ograničavati	V;PRS;NOM(3;SG)	ograničavam
ograničavati	V;PRS;NOM(3;SG)	ograničavam,koracati	V;PRS;NOM(3;SG)	koracam
koracati	V;PRS;NOM(3;SG)	koracam,kodificirati	V;PRS;NOM(3;SG)	kodificiram
kodificirati	V;PRS;NOM(3;SG)	kodificiram,legalizirati	V;PRS;NOM(3;SG)	legaliziram
legalizirati	V;PRS;NOM(3;SG)	legaliziram,odšuljati	V;PRS;NOM(3;SG)	odšuljam
odšuljati	V;PRS;NOM(3;SG)	odšuljam,mreškati	V;PRS;NOM(3;SG)	mreškam
mreškati	V;PRS;NOM(3;SG)	mreškam,poklapati	V;PRS;NOM(3;SG)	poklapam
poklapati	V;PRS;NOM(3;SG)	poklapam,čupati	V;PRS;NOM(3;SG)	čupam
čupati	V;PRS;NOM(3;SG)	čupam,savladati	V;PRS;NOM(3;SG)	savladam
savladati	V;PRS;NOM(3;SG)	savladam,zgrušati	V;PRS;NOM(3;SG)	zgrušam
zgrušati	V;PRS;NOM(3;SG)	zgrušam,očupati	V;PRS;NOM(3;SG)	očupam
očupati	V;PRS;NOM(3;SG)	očupam,rešetati	V;PRS;NOM(3;SG)	rešetam
rešetati	V;PRS;NOM(3;SG)	rešetam,okrivljavati	V;PRS;NOM(3;SG)	okrivljavam
okrivljavati	V;PRS;NOM(3;SG)	okrivljavam,komentirati	V;PRS;NOM(3;SG)	komentiram
komentirati	V;PRS;NOM(3;SG)	komentiram,ispitati	V;PRS;NOM(3;SG)	ispitam
ispitati	V;PRS;NOM(3;SG)	ispitam,šmrcati	V;PRS;NOM(3;SG)	šmrcam
šmrcati	V;PRS;NOM(3;SG)	šmrcam,prikrpati	V;PRS;NOM(3;SG)	prikrpam
prikrpati	V;PRS;NOM(3;SG)	prikrpam,odvijati	V;PRS;NOM(3;SG)	odvijam
odvijati	V;PRS;NOM(3;SG)	odvijam,ispeljati	V;PRS;NOM(3;SG)	ispeljam
ispeljati	V;PRS;NOM(3;SG)	ispeljam,nukati	V;PRS;NOM(3;SG)	nukam
nukati	V;PRS;NOM(3;SG)	nukam,deverati	V;PRS;NOM(3;SG)	deveram
deverati	V;PRS;NOM(3;SG)	deveram,petljati	V;PRS;NOM(3;SG)	petljam
petljati	V;PRS;NOM(3;SG)	petljam,razigrati	V;PRS;NOM(3;SG)	razigram
razigrati	V;PRS;NOM(3;SG)	razigram,participirati	V;PRS;NOM(3;SG)	participiram
participirati	V;PRS;NOM(3;SG)	participiram,nalijevati	V;PRS;NOM(3;SG)	nalijevam
nalijevati	V;PRS;NOM(3;SG)	nalijevam,rascjepkavati	V;PRS;NOM(3;SG)	rascjepkavam
rascjepkavati	V;PRS;NOM(3;SG)	rascjepkavam,osposobljavati	V;PRS;NOM(3;SG)	osposobljavam
osposobljavati	V;PRS;NOM(3;SG)	osposobljavam,funkcionirati	V;PRS;NOM(3;SG)	funkcioniram
funkcionirati	V;PRS;NOM(3;SG)	funkcioniram,iskradati	V;PRS;NOM(3;SG)	iskradam
iskradati	V;PRS;NOM(3;SG)	iskradam,natrljati	V;PRS;NOM(3;SG)	natrljam
natrljati	V;PRS;NOM(3;SG)	natrljam,dijagnosticirati	V;PRS;NOM(3;SG)	dijagnosticiram
dijagnosticirati	V;PRS;NOM(3;SG)	dijagnosticiram,zamatati	V;PRS;NOM(3;SG)	zamatam
zamatati	V;PRS;NOM(3;SG)	zamatam,zapucati	V;PRS;NOM(3;SG)	zapucam
zapucati	V;PRS;NOM(3;SG)	zapucam,oživljavati	V;PRS;NOM(3;SG)	oživljavam
oživljavati	V;PRS;NOM(3;SG)	oživljavam,ovijati	V;PRS;NOM(3;SG)	ovijam
ovijati	V;PRS;NOM(3;SG)	ovijam,prognati	V;PRS;NOM(3;SG)	prognam
prognati	V;PRS;NOM(3;SG)	prognam,išamarati	V;PRS;NOM(3;SG)	išamaram
išamarati	V;PRS;NOM(3;SG)	išamaram,zapošljavati	V;PRS;NOM(3;SG)	zapošljavam
zapošljavati	V;PRS;NOM(3;SG)	zapošljavam,razmotavati	V;PRS;NOM(3;SG)	razmotavam
razmotavati	V;PRS;NOM(3;SG)	razmotavam,psihologizirati	V;PRS;NOM(3;SG)	psihologiziram
psihologizirati	V;PRS;NOM(3;SG)	psihologiziram,subordinirati	V;PRS;NOM(3;SG)	subordiniram
subordinirati	V;PRS;NOM(3;SG)	subordiniram,nagovještavati	V;PRS;NOM(3;SG)	nagovještavam
nagovještavati	V;PRS;NOM(3;SG)	nagovještavam,iskoprcati	V;PRS;NOM(3;SG)	iskoprcam
iskoprcati	V;PRS;NOM(3;SG)	iskoprcam,panirati	V;PRS;NOM(3;SG)	paniram
panirati	V;PRS;NOM(3;SG)	paniram,batrgati	V;PRS;NOM(3;SG)	batrgam
batrgati	V;PRS;NOM(3;SG)	batrgam,uvećavati	V;PRS;NOM(3;SG)	uvećavam
uvećavati	V;PRS;NOM(3;SG)	uvećavam,podragati	V;PRS;NOM(3;SG)	podragam
podragati	V;PRS;NOM(3;SG)	podragam,citirati	V;PRS;NOM(3;SG)	citiram
citirati	V;PRS;NOM(3;SG)	citiram,istupati	V;PRS;NOM(3;SG)	istupam
istupati	V;PRS;NOM(3;SG)	istupam,ispaštati	V;PRS;NOM(3;SG)	ispaštam
ispaštati	V;PRS;NOM(3;SG)	ispaštam,locirati	V;PRS;NOM(3;SG)	lociram
locirati	V;PRS;NOM(3;SG)	lociram,šljakati	V;PRS;NOM(3;SG)	šljakam
šljakati	V;PRS;NOM(3;SG)	šljakam,dodvoravati	V;PRS;NOM(3;SG)	dodvoravam
dodvoravati	V;PRS;NOM(3;SG)	dodvoravam,smatrati	V;PRS;NOM(3;SG)	smatram
smatrati	V;PRS;NOM(3;SG)	smatram,parirati	V;PRS;NOM(3;SG)	pariram
parirati	V;PRS;NOM(3;SG)	pariram,oskudijevati	V;PRS;NOM(3;SG)	oskudijevam
oskudijevati	V;PRS;NOM(3;SG)	oskudijevam,štopati	V;PRS;NOM(3;SG)	štopam
štopati	V;PRS;NOM(3;SG)	štopam,oribati	V;PRS;NOM(3;SG)	oribam
oribati	V;PRS;NOM(3;SG)	oribam,namotati	V;PRS;NOM(3;SG)	namotam
namotati	V;PRS;NOM(3;SG)	namotam,olakšavati	V;PRS;NOM(3;SG)	olakšavam
olakšavati	V;PRS;NOM(3;SG)	olakšavam,izudarati	V;PRS;NOM(3;SG)	izudaram
izudarati	V;PRS;NOM(3;SG)	izudaram,perpetuirati	V;PRS;NOM(3;SG)	perpetuiram
perpetuirati	V;PRS;NOM(3;SG)	perpetuiram,posipati	V;PRS;NOM(3;SG)	posipam
posipati	V;PRS;NOM(3;SG)	posipam,pripovijedati	V;PRS;NOM(3;SG)	pripovijedam
pripovijedati	V;PRS;NOM(3;SG)	pripovijedam,dezinficirati	V;PRS;NOM(3;SG)	dezinficiram
dezinficirati	V;PRS;NOM(3;SG)	dezinficiram,odbijati	V;PRS;NOM(3;SG)	odbijam
odbijati	V;PRS;NOM(3;SG)	odbijam,podraškati	V;PRS;NOM(3;SG)	podraškam
podraškati	V;PRS;NOM(3;SG)	podraškam,klijati	V;PRS;NOM(3;SG)	klijam
klijati	V;PRS;NOM(3;SG)	klijam,krzmati	V;PRS;NOM(3;SG)	krzmam
krzmati	V;PRS;NOM(3;SG)	krzmam,biti	V;PRS;NOM(3;SG)	bim
biti	V;PRS;NOM(3;SG)	bim,tužakati	V;PRS;NOM(3;SG)	tužakam
tužakati	V;PRS;NOM(3;SG)	tužakam,pipati	V;PRS;NOM(3;SG)	pipam
pipati	V;PRS;NOM(3;SG)	pipam,salutirati	V;PRS;NOM(3;SG)	salutiram
salutirati	V;PRS;NOM(3;SG)	salutiram,začaravati	V;PRS;NOM(3;SG)	začaravam
začaravati	V;PRS;NOM(3;SG)	začaravam,istrljati	V;PRS;NOM(3;SG)	istrljam
istrljati	V;PRS;NOM(3;SG)	istrljam,sastajati	V;PRS;NOM(3;SG)	sastajam
sastajati	V;PRS;NOM(3;SG)	sastajam,saznati	V;PRS;NOM(3;SG)	saznam
saznati	V;PRS;NOM(3;SG)	saznam,kukičati	V;PRS;NOM(3;SG)	kukičam
kukičati	V;PRS;NOM(3;SG)	kukičam,obećavati	V;PRS;NOM(3;SG)	obećavam
obećavati	V;PRS;NOM(3;SG)	obećavam,konceptualizirati	V;PRS;NOM(3;SG)	konceptualiziram
konceptualizirati	V;PRS;NOM(3;SG)	konceptualiziram,pregovarati	V;PRS;NOM(3;SG)	pregovaram
pregovarati	V;PRS;NOM(3;SG)	pregovaram,ribati	V;PRS;NOM(3;SG)	ribam
ribati	V;PRS;NOM(3;SG)	ribam,upoznati	V;PRS;NOM(3;SG)	upoznam
upoznati	V;PRS;NOM(3;SG)	upoznam,rješavati	V;PRS;NOM(3;SG)	rješavam
rješavati	V;PRS;NOM(3;SG)	rješavam,prskati	V;PRS;NOM(3;SG)	prskam
prskati	V;PRS;NOM(3;SG)	prskam,isparivati	V;PRS;NOM(3;SG)	isparivam
isparivati	V;PRS;NOM(3;SG)	isparivam,pljeskati	V;PRS;NOM(3;SG)	pljeskam
pljeskati	V;PRS;NOM(3;SG)	pljeskam,pozatvarati	V;PRS;NOM(3;SG)	pozatvaram
pozatvarati	V;PRS;NOM(3;SG)	pozatvaram,naguravati	V;PRS;NOM(3;SG)	naguravam
naguravati	V;PRS;NOM(3;SG)	naguravam,centralizirati	V;PRS;NOM(3;SG)	centraliziram
centralizirati	V;PRS;NOM(3;SG)	centraliziram,zbrzati	V;PRS;NOM(3;SG)	zbrzam
zbrzati	V;PRS;NOM(3;SG)	zbrzam,žacati	V;PRS;NOM(3;SG)	žacam
žacati	V;PRS;NOM(3;SG)	žacam,mozgati	V;PRS;NOM(3;SG)	mozgam
mozgati	V;PRS;NOM(3;SG)	mozgam,otežavati	V;PRS;NOM(3;SG)	otežavam
otežavati	V;PRS;NOM(3;SG)	otežavam,prolongirati	V;PRS;NOM(3;SG)	prolongiram
prolongirati	V;PRS;NOM(3;SG)	prolongiram,raštrkati	V;PRS;NOM(3;SG)	raštrkam
raštrkati	V;PRS;NOM(3;SG)	raštrkam,pripadati	V;PRS;NOM(3;SG)	pripadam
pripadati	V;PRS;NOM(3;SG)	pripadam,legitimirati	V;PRS;NOM(3;SG)	legitimiram
legitimirati	V;PRS;NOM(3;SG)	legitimiram,razmatrati	V;PRS;NOM(3;SG)	razmatram
razmatrati	V;PRS;NOM(3;SG)	razmatram,ošišati	V;PRS;NOM(3;SG)	ošišam
ošišati	V;PRS;NOM(3;SG)	ošišam,lemati	V;PRS;NOM(3;SG)	lemam
lemati	V;PRS;NOM(3;SG)	lemam,ukalkulirati	V;PRS;NOM(3;SG)	ukalkuliram
ukalkulirati	V;PRS;NOM(3;SG)	ukalkuliram,išibati	V;PRS;NOM(3;SG)	išibam
išibati	V;PRS;NOM(3;SG)	išibam,projektirati	V;PRS;NOM(3;SG)	projektiram
projektirati	V;PRS;NOM(3;SG)	projektiram,perforirati	V;PRS;NOM(3;SG)	perforiram
perforirati	V;PRS;NOM(3;SG)	perforiram,osporavati	V;PRS;NOM(3;SG)	osporavam
osporavati	V;PRS;NOM(3;SG)	osporavam,intervjuirati	V;PRS;NOM(3;SG)	intervjuiram
intervjuirati	V;PRS;NOM(3;SG)	intervjuiram,zaustavljati	V;PRS;NOM(3;SG)	zaustavljam
zaustavljati	V;PRS;NOM(3;SG)	zaustavljam,varati	V;PRS;NOM(3;SG)	varam
varati	V;PRS;NOM(3;SG)	varam,porađati	V;PRS;NOM(3;SG)	porađam
porađati	V;PRS;NOM(3;SG)	porađam,drenirati	V;PRS;NOM(3;SG)	dreniram
drenirati	V;PRS;NOM(3;SG)	dreniram,razbrbljati	V;PRS;NOM(3;SG)	razbrbljam
razbrbljati	V;PRS;NOM(3;SG)	razbrbljam,izbjegavati	V;PRS;NOM(3;SG)	izbjegavam
izbjegavati	V;PRS;NOM(3;SG)	izbjegavam,raspakirati	V;PRS;NOM(3;SG)	raspakiram
raspakirati	V;PRS;NOM(3;SG)	raspakiram,obzidati	V;PRS;NOM(3;SG)	obzidam
obzidati	V;PRS;NOM(3;SG)	obzidam,nabijati	V;PRS;NOM(3;SG)	nabijam
nabijati	V;PRS;NOM(3;SG)	nabijam,uviđati	V;PRS;NOM(3;SG)	uviđam
uviđati	V;PRS;NOM(3;SG)	uviđam,emitirati	V;PRS;NOM(3;SG)	emitiram
emitirati	V;PRS;NOM(3;SG)	emitiram,simpatizirati	V;PRS;NOM(3;SG)	simpatiziram
simpatizirati	V;PRS;NOM(3;SG)	simpatiziram,domišljati	V;PRS;NOM(3;SG)	domišljam
domišljati	V;PRS;NOM(3;SG)	domišljam,spočitavati	V;PRS;NOM(3;SG)	spočitavam
spočitavati	V;PRS;NOM(3;SG)	spočitavam,pokidati	V;PRS;NOM(3;SG)	pokidam
pokidati	V;PRS;NOM(3;SG)	pokidam,muljati	V;PRS;NOM(3;SG)	muljam
muljati	V;PRS;NOM(3;SG)	muljam,kastrirati	V;PRS;NOM(3;SG)	kastriram
kastrirati	V;PRS;NOM(3;SG)	kastriram,volontirati	V;PRS;NOM(3;SG)	volontiram
volontirati	V;PRS;NOM(3;SG)	volontiram,rasipati	V;PRS;NOM(3;SG)	rasipam
rasipati	V;PRS;NOM(3;SG)	rasipam,snimati	V;PRS;NOM(3;SG)	snimam
snimati	V;PRS;NOM(3;SG)	snimam,razbacati	V;PRS;NOM(3;SG)	razbacam
razbacati	V;PRS;NOM(3;SG)	razbacam,paginirati	V;PRS;NOM(3;SG)	paginiram
paginirati	V;PRS;NOM(3;SG)	paginiram,razvrgavati	V;PRS;NOM(3;SG)	razvrgavam
razvrgavati	V;PRS;NOM(3;SG)	razvrgavam,posvajati	V;PRS;NOM(3;SG)	posvajam
posvajati	V;PRS;NOM(3;SG)	posvajam,proskribirati	V;PRS;NOM(3;SG)	proskribiram
proskribirati	V;PRS;NOM(3;SG)	proskribiram,nahodati	V;PRS;NOM(3;SG)	nahodam
nahodati	V;PRS;NOM(3;SG)	nahodam,ojačavati	V;PRS;NOM(3;SG)	ojačavam
ojačavati	V;PRS;NOM(3;SG)	ojačavam,pucketati	V;PRS;NOM(3;SG)	pucketam
pucketati	V;PRS;NOM(3;SG)	pucketam,terorizirati	V;PRS;NOM(3;SG)	teroriziram
terorizirati	V;PRS;NOM(3;SG)	teroriziram,uljepšavati	V;PRS;NOM(3;SG)	uljepšavam
uljepšavati	V;PRS;NOM(3;SG)	uljepšavam,senzibilizirati	V;PRS;NOM(3;SG)	senzibiliziram
senzibilizirati	V;PRS;NOM(3;SG)	senzibiliziram,izgustirati	V;PRS;NOM(3;SG)	izgustiram
izgustirati	V;PRS;NOM(3;SG)	izgustiram,ojkati	V;PRS;NOM(3;SG)	ojkam
ojkati	V;PRS;NOM(3;SG)	ojkam,kombinirati	V;PRS;NOM(3;SG)	kombiniram
kombinirati	V;PRS;NOM(3;SG)	kombiniram,podlokavati	V;PRS;NOM(3;SG)	podlokavam
podlokavati	V;PRS;NOM(3;SG)	podlokavam,nagruvati	V;PRS;NOM(3;SG)	nagruvam
nagruvati	V;PRS;NOM(3;SG)	nagruvam,divergirati	V;PRS;NOM(3;SG)	divergiram
divergirati	V;PRS;NOM(3;SG)	divergiram,probavljati	V;PRS;NOM(3;SG)	probavljam
probavljati	V;PRS;NOM(3;SG)	probavljam,lelujati	V;PRS;NOM(3;SG)	lelujam
lelujati	V;PRS;NOM(3;SG)	lelujam,odmotati	V;PRS;NOM(3;SG)	odmotam
odmotati	V;PRS;NOM(3;SG)	odmotam,špartati	V;PRS;NOM(3;SG)	špartam
špartati	V;PRS;NOM(3;SG)	špartam,kartati	V;PRS;NOM(3;SG)	kartam
kartati	V;PRS;NOM(3;SG)	kartam,karati	V;PRS;NOM(3;SG)	karam
karati	V;PRS;NOM(3;SG)	karam,aterirati	V;PRS;NOM(3;SG)	ateriram
aterirati	V;PRS;NOM(3;SG)	ateriram,svrdlati	V;PRS;NOM(3;SG)	svrdlam
svrdlati	V;PRS;NOM(3;SG)	svrdlam,ispripovijedati	V;PRS;NOM(3;SG)	ispripovijedam
ispripovijedati	V;PRS;NOM(3;SG)	ispripovijedam,dodijati	V;PRS;NOM(3;SG)	dodijam
dodijati	V;PRS;NOM(3;SG)	dodijam,drljati	V;PRS;NOM(3;SG)	drljam
drljati	V;PRS;NOM(3;SG)	drljam,saslušati	V;PRS;NOM(3;SG)	saslušam
saslušati	V;PRS;NOM(3;SG)	saslušam,dozvoljavati	V;PRS;NOM(3;SG)	dozvoljavam
dozvoljavati	V;PRS;NOM(3;SG)	dozvoljavam,dragati	V;PRS;NOM(3;SG)	dragam
dragati	V;PRS;NOM(3;SG)	dragam,paktirati	V;PRS;NOM(3;SG)	paktiram
paktirati	V;PRS;NOM(3;SG)	paktiram,udvarati	V;PRS;NOM(3;SG)	udvaram
udvarati	V;PRS;NOM(3;SG)	udvaram,nabadati	V;PRS;NOM(3;SG)	nabadam
nabadati	V;PRS;NOM(3;SG)	nabadam,urbanizirati	V;PRS;NOM(3;SG)	urbaniziram
urbanizirati	V;PRS;NOM(3;SG)	urbaniziram,opričati	V;PRS;NOM(3;SG)	opričam
opričati	V;PRS;NOM(3;SG)	opričam,batinati	V;PRS;NOM(3;SG)	batinam
batinati	V;PRS;NOM(3;SG)	batinam,šakati	V;PRS;NOM(3;SG)	šakam
šakati	V;PRS;NOM(3;SG)	šakam,polupati	V;PRS;NOM(3;SG)	polupam
polupati	V;PRS;NOM(3;SG)	polupam,djelati	V;PRS;NOM(3;SG)	djelam
djelati	V;PRS;NOM(3;SG)	djelam,iskzcati	V;PRS;NOM(3;SG)	iskzcam
iskzcati	V;PRS;NOM(3;SG)	iskzcam,ispravljati	V;PRS;NOM(3;SG)	ispravljam
ispravljati	V;PRS;NOM(3;SG)	ispravljam,skzhati	V;PRS;NOM(3;SG)	skzham
skzhati	V;PRS;NOM(3;SG)	skzham,tornjati	V;PRS;NOM(3;SG)	tornjam
tornjati	V;PRS;NOM(3;SG)	tornjam,šarmirati	V;PRS;NOM(3;SG)	šarmiram
šarmirati	V;PRS;NOM(3;SG)	šarmiram,iskonstruirati	V;PRS;NOM(3;SG)	iskonstruiram
iskonstruirati	V;PRS;NOM(3;SG)	iskonstruiram,namještati	V;PRS;NOM(3;SG)	namještam
namještati	V;PRS;NOM(3;SG)	namještam,prakticirati	V;PRS;NOM(3;SG)	prakticiram
prakticirati	V;PRS;NOM(3;SG)	prakticiram,maltretirati	V;PRS;NOM(3;SG)	maltretiram
maltretirati	V;PRS;NOM(3;SG)	maltretiram,golicati	V;PRS;NOM(3;SG)	golicam
golicati	V;PRS;NOM(3;SG)	golicam,rondati	V;PRS;NOM(3;SG)	rondam
rondati	V;PRS;NOM(3;SG)	rondam,vraćati	V;PRS;NOM(3;SG)	vraćam
vraćati	V;PRS;NOM(3;SG)	vraćam,podbadati	V;PRS;NOM(3;SG)	podbadam
podbadati	V;PRS;NOM(3;SG)	podbadam,ukoravati	V;PRS;NOM(3;SG)	ukoravam
ukoravati	V;PRS;NOM(3;SG)	ukoravam,bonitirati	V;PRS;NOM(3;SG)	bonitiram
bonitirati	V;PRS;NOM(3;SG)	bonitiram,zagledati	V;PRS;NOM(3;SG)	zagledam
zagledati	V;PRS;NOM(3;SG)	zagledam,mobilizirati	V;PRS;NOM(3;SG)	mobiliziram
mobilizirati	V;PRS;NOM(3;SG)	mobiliziram,prišuljati	V;PRS;NOM(3;SG)	prišuljam
prišuljati	V;PRS;NOM(3;SG)	prišuljam,pomiješati	V;PRS;NOM(3;SG)	pomiješam
pomiješati	V;PRS;NOM(3;SG)	pomiješam,priopćiti	V;PRS;NOM(3;SG)	priopćikem
priopćiti	V;PRS;NOM(3;SG)	priopćikem,nasaditi	V;PRS;NOM(3;SG)	nasadim
nasaditi	V;PRS;NOM(3;SG)	nasadim,uvažiti	V;PRS;NOM(3;SG)	uvažim
uvažiti	V;PRS;NOM(3;SG)	uvažim,odrubiti	V;PRS;NOM(3;SG)	odrubim
odrubiti	V;PRS;NOM(3;SG)	odrubim,ukotviti	V;PRS;NOM(3;SG)	ukotvim
ukotviti	V;PRS;NOM(3;SG)	ukotvim,izlijepiti	V;PRS;NOM(3;SG)	izlijepim
izlijepiti	V;PRS;NOM(3;SG)	izlijepim,preložiti	V;PRS;NOM(3;SG)	preložim
preložiti	V;PRS;NOM(3;SG)	preložim,dojiti	V;PRS;NOM(3;SG)	dojim
dojiti	V;PRS;NOM(3;SG)	dojim,pobilježiti	V;PRS;NOM(3;SG)	pobilježim
pobilježiti	V;PRS;NOM(3;SG)	pobilježim,proknjižiti	V;PRS;NOM(3;SG)	proknjižim
proknjižiti	V;PRS;NOM(3;SG)	proknjižim,zacrvenjeti	V;PRS;NOM(3;SG)	zacrvenjmem
zacrvenjeti	V;PRS;NOM(3;SG)	zacrvenjmem,pobaciti	V;PRS;NOM(3;SG)	pobacim
pobaciti	V;PRS;NOM(3;SG)	pobacim,ukipiti	V;PRS;NOM(3;SG)	ukipim
ukipiti	V;PRS;NOM(3;SG)	ukipim,uniziti	V;PRS;NOM(3;SG)	unizim
uniziti	V;PRS;NOM(3;SG)	unizim,slijediti	V;PRS;NOM(3;SG)	slijedim
slijediti	V;PRS;NOM(3;SG)	slijedim,dopustiti	V;PRS;NOM(3;SG)	dopustsem
dopustiti	V;PRS;NOM(3;SG)	dopustsem,skrutiti	V;PRS;NOM(3;SG)	skrutmem
skrutiti	V;PRS;NOM(3;SG)	skrutmem,bušiti	V;PRS;NOM(3;SG)	bušim
bušiti	V;PRS;NOM(3;SG)	bušim,grmjeti	V;PRS;NOM(3;SG)	grmjmem
